period,entity,invoice_id,vendor_name,invoice_date,due_date,amount_local,amount_usd,currency,status,description,bill_date,vendor,amount
2025-08,ENT102,AP050317,Microsoft Corporation,2025-08-13,2025-09-12,87966.49,111717.44,GBP,Outstanding,Microsoft - Professional Services,2025-08-13,Microsoft Corporation,111717.44
2025-08,ENT102,AP050318,IBM Corporation,2025-08-12,2025-09-11,29096.77,36952.9,GBP,Outstanding,IBM - Professional Services,2025-08-12,IBM Corporation,36952.9
2025-08,ENT101,AP050319,Google Corporation,2025-08-12,2025-09-11,27906.96,30139.52,EUR,Disputed,Google - Professional Services,2025-08-12,Google Corporation,30139.52
2025-08,ENT102,AP050320,Google Corporation,2025-08-25,2025-09-24,60280.82,76556.64,GBP,Paid,Google - Professional Services,2025-08-25,Google Corporation,76556.64
2025-08,ENT100,AP050321,Microsoft Corporation,2025-08-03,2025-09-11,56871.31,56871.31,USD,Disputed,Microsoft - Professional Services,2025-08-03,Microsoft Corporation,56900.0
2025-08,ENT100,AP050322,Cisco Corporation,2025-08-23,2025-09-22,50460.46,25000,USD,Outstanding,Cisco - Professional Services,2025-08-23,Cisco Corporation,25000
2025-08,ENT100,AP050323,Google Corporation,2025-08-23,2025-09-22,78738.09,78738.09,USD,Paid,Google - Professional Services,2025-08-23,Google Corporation,78738.09
2025-08,ENT100,AP050324,SAP Corporation,2025-08-07,2025-09-06,9161.6,9161.6,USD,Outstanding,SAP - Professional Services,2025-08-07,SAP Corporation,9161.6
2025-08,ENT100,AP050325,Adobe Corporation,2025-08-30,2025-09-29,34457.21,34457.21,USD,Paid,Adobe - Professional Services,2025-08-30,Adobe Corporation,34457.21
2025-08,ENT102,AP050326,Cisco Corporation,2025-08-09,2025-09-08,8478.97,10768.3,GBP,Disputed,Cisco - Professional Services,2025-08-09,Cisco Corporation,10768.3
2025-08,ENT100,AP050327,SAP Corporation,2025-08-12,2025-09-11,86903.16,86903.16,USD,Outstanding,SAP - Professional Services,2025-08-12,SAP Corporation,86903.16
2025-08,ENT102,AP050328,Adobe Corporation,2025-08-09,2025-09-08,16825.13,21367.91,GBP,Paid,Adobe - Professional Services,2025-08-09,Adobe Corporation,21367.91
2025-08,ENT101,AP050329,IBM Corporation,2025-08-24,2025-09-23,46774.98,50516.98,EUR,Paid,IBM - Professional Services,2025-08-24,IBM Corporation,50516.98
2025-08,ENT101,AP050330,Amazon Corporation,2025-08-16,2025-09-15,70746.51,76406.23,EUR,Paid,Amazon - Professional Services,2025-08-16,Amazon Corporation,76406.23
2025-08,ENT102,AP050331,SAP Corporation,2025-08-26,2025-09-25,12848.09,25000,GBP,Paid,SAP - Professional Services,2025-08-26,SAP Corporation,25000
2025-08,ENT100,AP050332,IBM Corporation,2025-08-20,2025-09-19,99534.33,99534.33,USD,Outstanding,IBM - Professional Services,2025-08-20,IBM Corporation,99534.33
2025-08,ENT102,AP050333,SAP Corporation,2025-08-11,2025-09-10,14746.8,18728.44,GBP,Paid,SAP - Professional Services,2025-08-11,SAP Corporation,18728.44
2025-08,ENT102,AP050334,SAP Corporation,2025-08-10,2025-09-09,47362.0,60149.74,GBP,Disputed,SAP - Professional Services,2025-08-10,SAP Corporation,60149.74
2025-08,ENT101,AP050335,Amazon Corporation,2025-08-23,2025-09-22,47171.3,50945.0,EUR,Paid,Amazon - Professional Services,2025-08-23,Amazon Corporation,50945.0
2025-08,ENT100,AP050336,Adobe Corporation,2025-08-20,2025-09-19,99824.31,99824.31,USD,Paid,Adobe - Professional Services,2025-08-20,Adobe Corporation,99824.31
2025-08,ENT102,AP050337,Microsoft Corporation,2025-08-03,2025-09-02,68762.47,87328.34,GBP,Paid,Microsoft - Professional Services,2025-08-03,Microsoft Corporation,87328.34
2025-08,ENT101,AP050338,Amazon Corporation,2025-08-31,2025-09-30,7958.36,8595.03,EUR,Disputed,Amazon - Professional Services,2025-08-31,Amazon Corporation,8600.0
2025-08,ENT102,AP050339,Cisco Corporation,2025-08-02,2025-09-01,16991.85,21579.65,GBP,Outstanding,Cisco - Professional Services,2025-08-02,Cisco Corporation,21579.65
2025-08,ENT102,AP050340,Adobe Corporation,2025-08-12,2025-09-11,41371.17,52541.38,GBP,Disputed,Adobe - Professional Services,2025-08-12,Adobe Corporation,52541.38
2025-08,ENT100,AP050341,Amazon Corporation,2025-08-22,2025-09-21,47742.64,47742.64,USD,Paid,Amazon - Professional Services,2025-08-22,Amazon Corporation,47742.64
2025-08,ENT101,AP050342,Cisco Corporation,2025-08-25,2025-09-24,12304.12,13288.44,EUR,Outstanding,Cisco - Professional Services,2025-08-25,Cisco Corporation,13288.44
2025-08,ENT102,AP050343,Adobe Corporation,2025-08-13,2025-09-12,34866.62,44280.6,GBP,Paid,Adobe - Professional Services,2025-08-13,Adobe Corporation,44280.6
2025-08,ENT100,AP050344,Google Corporation,2025-08-01,2025-08-31,74889.11,74889.11,USD,Paid,Google - Professional Services,2025-08-01,Google Corporation,74889.11
2025-08,ENT102,AP050345,IBM Corporation,2025-08-30,2025-09-29,58358.91,74115.81,GBP,Paid,IBM - Professional Services,2025-08-30,IBM Corporation,74115.81
2025-08,ENT101,AP050346,Cisco Corporation,2025-08-07,2025-09-06,99654.69,107627.06,EUR,Paid,Cisco - Professional Services,2025-08-07,Cisco Corporation,107627.06
2025-08,ENT102,AP050347,Cisco Corporation,2025-08-07,2025-09-06,16650.56,21146.2,GBP,Outstanding,Cisco - Professional Services,2025-08-07,Cisco Corporation,21146.2
2025-08,ENT101,AP050348,Amazon Corporation,2025-08-29,2025-09-28,72770.14,50000,EUR,Outstanding,Amazon - Professional Services,2025-08-29,Amazon Corporation,50000
2025-08,ENT102,AP050349,Adobe Corporation,2025-08-22,2025-09-21,38005.4,48266.86,GBP,Outstanding,Adobe - Professional Services,2025-08-22,Adobe Corporation,48266.86
2025-08,ENT102,AP050350,SAP Corporation,2025-08-29,2025-09-28,33495.88,42539.77,GBP,Outstanding,SAP - Professional Services,2025-08-29,SAP Corporation,42539.77
2025-08,ENT102,AP050351,Amazon Corporation,2025-08-26,2025-09-25,39341.76,49964.03,GBP,Outstanding,Amazon - Professional Services,2025-08-26,Amazon Corporation,49964.03
2025-08,ENT100,AP050352,Oracle Corporation,2025-08-26,2025-09-25,18193.3,18193.3,USD,Paid,Oracle - Professional Services,2025-08-26,Oracle Corporation,18193.3
2025-08,ENT100,AP050353,Adobe Corporation,2025-08-18,2025-09-17,59366.35,59366.35,USD,Paid,Adobe - Professional Services,2025-08-18,Adobe Corporation,59366.35
2025-08,ENT102,AP050354,Amazon Corporation,2025-08-20,2025-09-19,89003.41,113034.33,GBP,Outstanding,Amazon - Professional Services,2025-08-20,Amazon Corporation,113034.33
2025-08,ENT101,AP050355,IBM Corporation,2025-08-23,2025-09-22,73292.62,79156.03,EUR,Disputed,IBM - Professional Services,2025-08-23,IBM Corporation,79156.03
2025-08,ENT101,AP050356,IBM Corporation,2025-08-27,2025-09-26,59615.55,64384.79,EUR,Outstanding,IBM - Professional Services,2025-08-27,IBM Corporation,64384.79
2025-08,ENT101,AP050357,Google Corporation,2025-08-15,2025-09-14,49254.15,53194.49,EUR,Disputed,Google - Professional Services,2025-08-15,Google Corporation,53200.0
2025-08,ENT101,AP050358,Amazon Corporation,2025-08-29,2025-09-28,83760.1,90460.91,EUR,Disputed,Amazon - Professional Services,2025-08-29,Amazon Corporation,90460.91
2025-08,ENT102,AP050359,Amazon Corporation,2025-08-25,2025-09-24,96795.14,122929.83,GBP,Paid,Amazon - Professional Services,2025-08-25,Amazon Corporation,122929.83
2025-08,ENT102,AP050360,Microsoft Corporation,2025-08-27,2025-09-26,16795.31,21330.04,GBP,Outstanding,Microsoft - Professional Services,2025-08-27,Microsoft Corporation,21300.0
2025-08,ENT101,AP050361,Amazon Corporation,2025-08-06,2025-09-05,35652.77,38504.99,EUR,Disputed,Amazon - Professional Services,2025-08-06,Amazon Corporation,38504.99
2025-08,ENT100,AP050362,Swift Solutions Corp,2025-08-31,2025-09-30,94385.89,45788.88882548925,USD,Paid,Adobe - Professional Services,2025-08-31,Swift Solutions Corp,45788.88882548925
2025-08,ENT100,AP050363,SAP Corporation,2025-08-07,2025-09-06,65330.42,65330.42,USD,Disputed,SAP - Professional Services,2025-08-07,SAP Corporation,65330.42
2025-08,ENT101,AP050364,Amazon Corporation,2025-08-21,2025-09-20,33768.34,36469.8,EUR,Disputed,Amazon - Professional Services,2025-08-21,Amazon Corporation,36469.8
2025-08,ENT100,AP050365,Amazon Corporation,2025-08-19,2025-09-18,94452.66,94452.66,USD,Outstanding,Amazon - Professional Services,2025-08-19,Amazon Corporation,94452.66
2025-08,ENT100,AP050366,Adobe Corporation,2025-08-27,2025-09-26,92773.32,92773.32,USD,Outstanding,Adobe - Professional Services,2025-08-27,Adobe Corporation,92773.32
2025-08,ENT100,AP050367,Google Corporation,2025-08-02,2025-09-01,95111.95,95111.95,USD,Disputed,Google - Professional Services,2025-08-02,Google Corporation,95111.95
2025-08,ENT101,AP050368,Oracle Corporation,2025-08-25,2025-09-24,59353.03,64101.28,EUR,Disputed,Oracle - Professional Services,2025-08-25,Oracle Corporation,64101.28
2025-08,ENT102,AP050369,Microsoft Corporation,2025-08-16,2025-09-15,89454.7,113607.47,GBP,Disputed,Microsoft - Professional Services,2025-08-16,Microsoft Corporation,113607.47
2025-08,ENT101,AP050370,SAP Corporation,2025-08-16,2025-09-15,28263.4,100000,EUR,Disputed,SAP - Professional Services,2025-08-16,SAP Corporation,100000
2025-08,ENT101,AP050371,SAP Corporation,2025-08-15,2025-09-14,11932.44,25000,EUR,Outstanding,SAP - Professional Services,2025-08-15,SAP Corporation,25000
2025-08,ENT100,AP050372,Cisco Corporation,2025-08-14,2025-09-13,51003.86,51003.86,USD,Outstanding,Cisco - Professional Services,2025-08-14,Cisco Corporation,51003.86
2025-08,ENT101,AP050373,Amazon Corporation,2025-08-11,2025-09-10,86841.08,93788.37,EUR,Paid,Amazon - Professional Services,2025-08-11,Amazon Corporation,93800.0
2025-08,ENT102,AP050374,Adobe Corporation,2025-08-13,2025-09-12,17422.78,22126.94,GBP,Paid,Adobe - Professional Services,2025-08-13,Adobe Corporation,22126.94
2025-08,ENT102,AP050375,Google Corporation,2025-08-11,2025-09-10,27965.1,35515.67,GBP,Outstanding,Google - Professional Services,2025-08-11,Google Corporation,35515.67
2025-08,ENT101,AP050376,Cisco Corporation,2025-08-08,2025-09-07,18383.38,19854.05,EUR,Outstanding,Cisco - Professional Services,2025-08-08,Cisco Corporation,19854.05
2025-08,ENT101,AP050377,IBM Corporation,2025-08-28,2025-09-27,63460.86,68537.73,EUR,Outstanding,IBM - Professional Services,2025-08-28,IBM Corporation,68537.73
2025-08,ENT100,AP050378,Adobe Corporation,2025-08-30,2025-09-29,59880.27,59880.27,USD,Paid,Adobe - Professional Services,2025-08-30,Adobe Corporation,59880.27
2025-08,ENT100,AP050379,Amazon Corporation,2025-08-16,2025-09-15,99617.09,99617.09,USD,Paid,Amazon - Professional Services,2025-08-16,Amazon Corporation,99617.09
2025-08,ENT101,AP050380,SAP Corporation,2025-08-16,2025-09-15,7201.75,7777.89,EUR,Paid,SAP - Professional Services,2025-08-16,SAP Corporation,7777.89
2025-08,ENT102,AP050381,Cisco Corporation,2025-08-31,2025-09-30,27869.22,35393.91,GBP,Disputed,Cisco - Professional Services,2025-08-31,Cisco Corporation,35393.91
2025-08,ENT101,AP050382,Microsoft Corporation,2025-08-02,2025-09-01,31728.85,50000,EUR,Disputed,Microsoft - Professional Services,2025-08-02,Microsoft Corporation,50000
2025-08,ENT102,AP050383,Cisco Corporation,2025-08-10,2025-09-09,55985.62,71101.74,GBP,Outstanding,Cisco - Professional Services,2025-08-10,Cisco Corporation,71101.74
2025-08,ENT101,AP050384,Amazon Corporation,2025-08-29,2025-09-28,30124.93,32534.92,EUR,Paid,Amazon - Professional Services,2025-08-29,Amazon Corporation,32534.92
2025-08,ENT101,AP050385,Adobe Corporation,2025-08-02,2025-09-01,43055.25,46499.67,EUR,Disputed,Adobe - Professional Services,2025-08-02,Adobe Corporation,46499.67
2025-08,ENT102,AP050386,Oracle Corporation,2025-08-12,2025-09-11,57556.18,73096.35,GBP,Outstanding,Oracle - Professional Services,2025-08-12,Oracle Corporation,73096.35
2025-08,ENT101,AP050387,Cisco Corporation,2025-08-25,2025-09-24,57236.42,61815.34,EUR,Disputed,Cisco - Professional Services,2025-08-25,Cisco Corporation,61815.34
2025-08,ENT102,AP050388,Google Corporation,2025-08-05,2025-09-04,97632.87,123993.74,GBP,Paid,Google - Professional Services,2025-08-05,Google Corporation,123993.74
2025-08,ENT101,AP050389,Adobe Corporation,2025-08-18,2025-09-17,94200.11,101736.12,EUR,Outstanding,Adobe - Professional Services,2025-08-18,Adobe Corporation,101736.12
2025-08,ENT100,AP050390,IBM Corporation,2025-08-17,2025-09-16,8824.22,100000,USD,Outstanding,IBM - Professional Services,2025-08-17,IBM Corporation,100000
2025-08,ENT100,AP050391,Adobe Corporation,2025-08-26,2025-09-25,50005.69,50005.69,USD,Paid,Adobe - Professional Services,2025-08-26,Adobe Corporation,50005.69
2025-08,ENT100,AP050392,Amazon Corporation,2025-08-11,2025-09-10,93480.03,93480.03,USD,Paid,Amazon - Professional Services,2025-08-11,Amazon Corporation,93480.03
2025-08,ENT100,AP050393,IBM Corporation,2025-08-20,2025-09-19,75235.34,75235.34,USD,Paid,IBM - Professional Services,2025-08-20,IBM Corporation,75235.34
2025-08,ENT102,AP050394,Adobe Corporation,2025-08-17,2025-09-16,83687.49,75000,GBP,Disputed,Adobe - Professional Services,2025-08-17,Adobe Corporation,75000
2025-08,ENT101,AP050395,SAP Corporation,2025-08-16,2025-09-15,82496.14,89095.83,EUR,Paid,SAP - Professional Services,2025-08-16,SAP Corporation,89100.0
2025-08,ENT101,AP050396,Google Corporation,2025-08-14,2025-09-13,60451.7,65287.84,EUR,Disputed,Google - Professional Services,2025-08-14,Google Corporation,65287.84
2025-08,ENT102,AP050397,Microsoft Corporation,2025-08-20,2025-09-19,50086.07,63609.31,GBP,Disputed,Microsoft - Professional Services,2025-08-20,Microsoft Corporation,63609.31
2025-08,ENT102,AP050398,Oracle Corporation,2025-08-24,2025-09-23,9878.74,12546.0,GBP,Paid,Oracle - Professional Services,2025-08-24,Oracle Corporation,12546.0
2025-08,ENT100,AP050399,IBM Corporation,2025-08-05,2025-09-04,83057.82,83057.82,USD,Outstanding,IBM - Professional Services,2025-08-05,IBM Corporation,83057.82
2025-08,ENT100,AP050400,Google Corporation,2025-08-07,2025-09-06,6799.05,6799.05,USD,Paid,Google - Professional Services,2025-08-07,Google Corporation,6799.05
2025-08,ENT101,AP050401,Amazon Corporation,2025-08-14,2025-09-13,70597.52,76245.33,EUR,Paid,Amazon - Professional Services,2025-08-14,Amazon Corporation,76245.33
2025-08,ENT102,AP050402,Cisco Corporation,2025-08-28,2025-09-27,85595.81,108706.68,GBP,Disputed,Cisco - Professional Services,2025-08-28,Cisco Corporation,108706.68
2025-08,ENT100,AP050403,Amazon Corporation,2025-08-17,2025-09-16,24697.46,24697.46,USD,Paid,Amazon - Professional Services,2025-08-17,Amazon Corporation,24697.46
2025-08,ENT102,AP050404,Cisco Corporation,2025-08-17,2025-09-16,40798.35,51813.91,GBP,Outstanding,Cisco - Professional Services,2025-08-17,Cisco Corporation,51813.91
2025-08,ENT101,AP050405,Adobe Corporation,2025-08-18,2025-09-17,38657.26,100000,EUR,Disputed,Adobe - Professional Services,2025-08-18,Adobe Corporation,100000
2025-08,ENT102,AP050406,SAP Corporation,2025-08-20,2025-09-19,50997.11,64766.33,GBP,Outstanding,SAP - Professional Services,2025-08-20,SAP Corporation,64766.33
2025-08,ENT101,AP050407,SAP Corporation,2025-08-08,2025-09-07,94441.13,101996.42,EUR,Paid,SAP - Professional Services,2025-08-08,SAP Corporation,101996.42
2025-08,ENT101,AP050408,Oracle Corporation,2025-08-23,2025-09-22,71973.88,75000,EUR,Paid,Oracle - Professional Services,2025-08-23,Oracle Corporation,75000
2025-08,ENT101,AP050409,Adobe Corporation,2025-08-18,2025-09-17,93701.54,101197.66,EUR,Disputed,Adobe - Professional Services,2025-08-18,Adobe Corporation,101197.66
2025-08,ENT101,AP050410,SAP Corporation,2025-08-04,2025-09-03,59480.3,64238.72,EUR,Disputed,SAP - Professional Services,2025-08-04,SAP Corporation,64238.72
2025-08,ENT101,AP050411,IBM Corporation,2025-08-27,2025-09-26,37787.79,40810.82,EUR,Outstanding,IBM - Professional Services,2025-08-27,IBM Corporation,40810.82
2025-08,ENT101,AP050412,Microsoft Corporation,2025-08-10,2025-09-09,95754.8,103415.19,EUR,Outstanding,Microsoft - Professional Services,2025-08-10,Microsoft Corporation,103415.19
2025-08,ENT101,AP050413,Cisco Corporation,2025-08-21,2025-09-20,29362.18,31711.15,EUR,Paid,Cisco - Professional Services,2025-08-21,Cisco Corporation,31700.0
2025-08,ENT100,AP050414,Oracle Corporation,2025-08-27,2025-09-26,56164.9,56164.9,USD,Disputed,Oracle - Professional Services,2025-08-27,Oracle Corporation,56164.9
2025-08,ENT102,AP050415,SAP Corporation,2025-08-05,2025-09-04,15376.53,19528.19,GBP,Disputed,SAP - Professional Services,2025-08-05,SAP Corporation,19528.19
2025-08,ENT102,AP050416,Express Consulting Group,2025-08-08,2025-09-07,9822.72,77735.20497930053,GBP,Disputed,Oracle - Professional Services,2025-08-08,Express Consulting Group,77735.20497930053
2025-08,ENT100,AP050417,Oracle Corporation,2025-08-02,2025-09-01,14518.81,14518.81,USD,Paid,Oracle - Professional Services,2025-08-02,Oracle Corporation,14518.81
2025-08,ENT102,AP050418,Cisco Corporation,2025-08-04,2025-09-03,69713.24,88535.81,GBP,Outstanding,Cisco - Professional Services,2025-08-04,Cisco Corporation,88535.81
2025-08,ENT100,AP050419,Amazon Corporation,2025-08-14,2025-09-13,67024.82,67024.82,USD,Paid,Amazon - Professional Services,2025-08-14,Amazon Corporation,67024.82
2025-08,ENT101,AP050420,Priority Services Inc,2025-08-25,2025-09-24,96571.83,137805.3581888186,EUR,Paid,Oracle - Professional Services,2025-08-25,Priority Services Inc,137805.3581888186
2025-08,ENT101,AP050421,Microsoft Corporation,2025-08-30,2025-09-29,78028.87,84271.18,EUR,Disputed,Microsoft - Professional Services,2025-08-30,Microsoft Corporation,84271.18
2025-08,ENT102,AP050422,Oracle Corporation,2025-08-18,2025-09-17,75175.22,95472.53,GBP,Outstanding,Oracle - Professional Services,2025-08-18,Oracle Corporation,95472.53
2025-08,ENT100,AP050423,IBM Corporation,2025-08-29,2025-09-28,84572.46,84572.46,USD,Outstanding,IBM - Professional Services,2025-08-29,IBM Corporation,84572.46
2025-08,ENT101,AP050424,Cisco Corporation,2025-08-06,2025-09-05,93977.83,101496.06,EUR,Paid,Cisco - Professional Services,2025-08-06,Cisco Corporation,101500.0
2025-08,ENT100,AP050425,Microsoft Corporation,2025-08-10,2025-09-09,58956.38,58956.38,USD,Outstanding,Microsoft - Professional Services,2025-08-10,Microsoft Corporation,58956.38
2025-08,ENT101,AP050426,SAP Corporation,2025-08-15,2025-09-14,98964.45,106881.61,EUR,Disputed,SAP - Professional Services,2025-08-15,SAP Corporation,106881.61
2025-08,ENT102,AP050427,Cisco Corporation,2025-08-29,2025-09-28,94163.25,119587.32,GBP,Disputed,Cisco - Professional Services,2025-08-29,Cisco Corporation,119587.32
2025-08,ENT101,AP050428,SAP Corporation,2025-08-07,2025-09-06,81837.32,88384.3,EUR,Paid,SAP - Professional Services,2025-08-07,SAP Corporation,88384.3
2025-08,ENT100,AP050429,Cisco Corporation,2025-08-21,2025-09-20,29440.16,29440.16,USD,Outstanding,Cisco - Professional Services,2025-08-21,Cisco Corporation,29440.16
2025-08,ENT100,AP050430,Adobe Corporation,2025-08-26,2025-09-25,33027.3,33027.3,USD,Disputed,Adobe - Professional Services,2025-08-26,Adobe Corporation,33027.3
2025-08,ENT100,AP050431,Amazon Corporation,2025-08-20,2025-09-19,86333.92,86333.92,USD,Paid,Amazon - Professional Services,2025-08-20,Amazon Corporation,86333.92
2025-08,ENT101,AP050432,Adobe Corporation,2025-08-03,2025-09-02,43079.16,75000,EUR,Outstanding,Adobe - Professional Services,2025-08-03,Adobe Corporation,75000
2025-08,ENT100,AP050433,Urgent Solutions Group,2025-08-16,2025-09-15,35742.16,85169.80224637993,USD,Outstanding,Amazon - Professional Services,2025-08-16,Urgent Solutions Group,85169.80224637993
2025-08,ENT100,AP050434,SAP Corporation,2025-08-13,2025-09-12,27374.52,27374.52,USD,Paid,SAP - Professional Services,2025-08-13,SAP Corporation,27374.52
2025-08,ENT101,AP050435,SAP Corporation,2025-08-19,2025-09-18,73673.84,79567.75,EUR,Outstanding,SAP - Professional Services,2025-08-19,SAP Corporation,79567.75
2025-08,ENT101,AP050436,Adobe Corporation,2025-08-23,2025-09-22,27448.74,29644.64,EUR,Disputed,Adobe - Professional Services,2025-08-23,Adobe Corporation,29644.64
2025-08,ENT100,AP050437,Cisco Corporation,2025-08-10,2025-09-09,20173.1,20173.1,USD,Disputed,Cisco - Professional Services,2025-08-10,Cisco Corporation,20200.0
2025-08,ENT102,AP050438,SAP Corporation,2025-08-23,2025-09-22,16154.5,25000,GBP,Paid,SAP - Professional Services,2025-08-23,SAP Corporation,25000
2025-08,ENT101,AP050439,Oracle Corporation,2025-08-08,2025-09-07,95949.25,103625.19,EUR,Paid,Oracle - Professional Services,2025-08-08,Oracle Corporation,103625.19
2025-08,ENT100,AP050440,Cisco Corporation,2025-08-24,2025-09-23,98939.61,98939.61,USD,Paid,Cisco - Professional Services,2025-08-24,Cisco Corporation,98939.61
2025-08,ENT101,AP050441,QuickPay Solutions LLC,2025-08-25,2025-09-24,56064.18,146124.5321605939,EUR,Disputed,Cisco - Professional Services,2025-08-25,QuickPay Solutions LLC,146124.5321605939
2025-08,ENT100,AP050442,Oracle Corporation,2025-08-22,2025-09-21,76700.26,76700.26,USD,Outstanding,Oracle - Professional Services,2025-08-22,Oracle Corporation,76700.26
2025-08,ENT102,AP050443,Cisco Corporation,2025-08-17,2025-09-16,71857.78,91259.38,GBP,Outstanding,Cisco - Professional Services,2025-08-17,Cisco Corporation,91300.0
2025-08,ENT102,AP050444,Google Corporation,2025-08-02,2025-09-01,83733.54,106341.59,GBP,Disputed,Google - Professional Services,2025-08-02,Google Corporation,106341.59
2025-08,ENT100,AP050445,Amazon Corporation,2025-08-06,2025-09-05,36171.18,100000,USD,Disputed,Amazon - Professional Services,2025-08-06,Amazon Corporation,100000
2025-08,ENT101,AP050446,Google Corporation,2025-08-22,2025-09-21,24513.14,26474.19,EUR,Disputed,Google - Professional Services,2025-08-22,Google Corporation,26474.19
2025-08,ENT101,AP050447,Google Corporation,2025-08-29,2025-09-28,53485.66,57764.51,EUR,Outstanding,Google - Professional Services,2025-08-29,Google Corporation,57764.51
2025-08,ENT101,AP050448,Amazon Corporation,2025-08-17,2025-09-16,44465.33,48022.56,EUR,Disputed,Amazon - Professional Services,2025-08-17,Amazon Corporation,48022.56
2025-08,ENT100,AP050449,Cisco Corporation,2025-08-22,2025-09-21,81656.96,81656.96,USD,Disputed,Cisco - Professional Services,2025-08-22,Cisco Corporation,81656.96
2025-08,ENT100,AP050450,IBM Corporation,2025-08-09,2025-09-08,82563.06,82563.06,USD,Disputed,IBM - Professional Services,2025-08-09,IBM Corporation,82563.06
2025-08,ENT100,AP050451,Google Corporation,2025-08-02,2025-09-01,45251.25,45251.25,USD,Disputed,Google - Professional Services,2025-08-02,Google Corporation,45251.25
2025-08,ENT100,AP050452,Microsoft Corporation,2025-08-30,2025-09-29,89950.75,89950.75,USD,Paid,Microsoft - Professional Services,2025-08-30,Microsoft Corporation,89950.75
2025-08,ENT100,AP050453,SAP Corporation,2025-08-14,2025-09-13,22098.23,22098.23,USD,Outstanding,SAP - Professional Services,2025-08-14,SAP Corporation,22100.0
2025-08,ENT102,AP050454,IBM Corporation,2025-08-12,2025-09-11,99321.38,126138.15,GBP,Paid,IBM - Professional Services,2025-08-12,IBM Corporation,126138.15
2025-08,ENT101,AP050455,IBM Corporation,2025-08-13,2025-09-12,12623.75,13633.65,EUR,Disputed,IBM - Professional Services,2025-08-13,IBM Corporation,13633.65
2025-08,ENT102,AP050456,Amazon Corporation,2025-08-21,2025-09-20,86727.23,110143.58,GBP,Outstanding,Amazon - Professional Services,2025-08-21,Amazon Corporation,110143.58
2025-08,ENT100,AP050457,IBM Corporation,2025-08-17,2025-09-16,17097.97,17097.97,USD,Outstanding,IBM - Professional Services,2025-08-17,IBM Corporation,17097.97
2025-08,ENT100,AP050458,Microsoft Corporation,2025-08-10,2025-09-09,48985.37,48985.37,USD,Disputed,Microsoft - Professional Services,2025-08-10,Microsoft Corporation,48985.37
2025-08,ENT102,AP050459,IBM Corporation,2025-08-18,2025-09-17,41031.26,52109.71,GBP,Outstanding,IBM - Professional Services,2025-08-18,IBM Corporation,52109.71
2025-08,ENT100,AP050460,Cisco Corporation,2025-08-12,2025-09-11,19736.53,19736.53,USD,Outstanding,Cisco - Professional Services,2025-08-12,Cisco Corporation,19736.53
2025-08,ENT102,AP050461,Google Corporation,2025-08-02,2025-09-01,81900.43,104013.54,GBP,Paid,Google - Professional Services,2025-08-02,Google Corporation,104013.54
2025-08,ENT102,AP050462,Microsoft Corporation,2025-08-08,2025-09-07,24577.75,31213.75,GBP,Outstanding,Microsoft - Professional Services,2025-08-08,Microsoft Corporation,31213.75
2025-08,ENT102,AP050463,Microsoft Corporation,2025-08-15,2025-09-14,61789.57,78472.75,GBP,Disputed,Microsoft - Professional Services,2025-08-15,Microsoft Corporation,78472.75
2025-08,ENT100,AP050464,Oracle Corporation,2025-08-24,2025-09-23,9202.49,100000,USD,Paid,Oracle - Professional Services,2025-08-24,Oracle Corporation,100000
2025-08,ENT100,AP050465,Oracle Corporation,2025-08-25,2025-09-24,87054.37,87054.37,USD,Outstanding,Oracle - Professional Services,2025-08-25,Oracle Corporation,87054.37
2025-08,ENT100,AP050466,SAP Corporation,2025-08-08,2025-09-07,82499.69,82499.69,USD,Disputed,SAP - Professional Services,2025-08-08,SAP Corporation,82499.69
2025-08,ENT102,AP050467,Adobe Corporation,2025-08-19,2025-09-18,61802.18,78488.77,GBP,Disputed,Adobe - Professional Services,2025-08-19,Adobe Corporation,78488.77
2025-08,ENT101,AP050468,Oracle Corporation,2025-08-10,2025-09-09,88244.54,95304.1,EUR,Disputed,Oracle - Professional Services,2025-08-10,Oracle Corporation,95304.1
2025-08,ENT102,AP050469,Oracle Corporation,2025-08-14,2025-09-13,33547.59,10000,GBP,Outstanding,Oracle - Professional Services,2025-08-14,Oracle Corporation,10000
2025-08,ENT102,AP050470,Amazon Corporation,2025-08-21,2025-09-20,69481.26,88241.2,GBP,Disputed,Amazon - Professional Services,2025-08-21,Amazon Corporation,88241.2
2025-08,ENT101,AP050471,Microsoft Corporation,2025-08-12,2025-09-11,94450.71,102006.77,EUR,Disputed,Microsoft - Professional Services,2025-08-12,Microsoft Corporation,102006.77
2025-08,ENT101,AP050472,Adobe Corporation,2025-08-23,2025-09-22,44550.84,48114.91,EUR,Outstanding,Adobe - Professional Services,2025-08-23,Adobe Corporation,48100.0
2025-08,ENT101,AP050473,IBM Corporation,2025-08-06,2025-09-05,76669.53,82803.09,EUR,Paid,IBM - Professional Services,2025-08-06,IBM Corporation,82803.09
2025-08,ENT100,AP050474,Oracle Corporation,2025-08-10,2025-09-09,86466.42,86466.42,USD,Outstanding,Oracle - Professional Services,2025-08-10,Oracle Corporation,86466.42
2025-08,ENT101,AP050475,Microsoft Corporation,2025-08-18,2025-09-17,44204.36,47740.71,EUR,Paid,Microsoft - Professional Services,2025-08-18,Microsoft Corporation,47740.71
